Accident_Index,Date,Time,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Weather_Conditions,Road_Surface_Conditions,Light_Conditions,Speed_limit,Junction_Detail,Urban_or_Rural_Area,Latitude,Longitude
A004355,10/05/2023,01:32,3,1,2,9,1,6,60,1,2,51.326994066746266,-2.2535773130063173
A004356,07/12/2023,00:01,3,3,0,9,5,4,20,1,1,51.52147404824571,0.33660520555516504
A004357,01/02/2023,18:32,3,2,1,1,7,4,20,2,1,52.65026372316923,1.9520058682119195
A004358,17/10/2023,01:59,3,4,0,5,7,6,20,9,2,49.722977527126936,1.9300346827375514
A004359,14/07/2023,04:37,3,1,1,5,2,4,40,7,2,53.08174202263876,-1.6921839391085851
A004360,01/06/2023,03:34,3,2,3,8,4,7,40,9,2,49.74257701694564,-0.08162344238514532
A004361,28/09/2023,23:35,2,5,2,1,6,6,20,0,1,53.37441338981877,1.5421348197218436
A004362,04/09/2023,12:56,3,1,2,5,5,5,30,5,1,53.04445244643678,1.5237432611850479
A004363,28/08/2023,01:21,2,5,0,2,6,7,20,7,2,53.167435276855514,2.4950534197536505
A004364,23/10/2023,09:55,3,1,2,5,2,4,70,7,2,51.19907359796652,-1.3373573113644033
A004365,01/01/2023,09:59,3,3,1,1,4,4,60,2,1,52.38912645683785,-1.1738121062169953
A004366,08/03/2023,15:57,3,2,3,4,2,4,50,3,2,52.97735036215527,-1.5510953936857208
A004367,02/07/2023,10:02,2,3,2,7,7,7,20,2,1,51.82498067926385,-1.5374199395978425
A004368,04/05/2023,23:46,2,1,2,5,6,6,30,7,2,51.801595388841115,-1.5313361843303404
A004369,26/12/2023,07:33,3,3,1,6,6,5,40,8,2,49.60328081983675,-1.6085760506999913
A004370,18/05/2023,18:24,3,5,0,6,7,4,30,9,1,49.730322824321924,-2.7130876940562936
A004371,29/01/2023,08:54,1,3,0,2,5,7,20,5,1,52.939342968385276,2.0519733883279208
A004372,07/10/2023,01:40,3,5,0,6,3,1,40,2,1,52.64806919169865,2.8294710414710385
A004373,07/07/2023,05:28,3,1,0,2,3,7,30,7,2,53.23457926062941,1.574602131713117
A004374,26/11/2023,04:48,2,1,0,7,3,5,60,0,2,50.56697567809295,-2.947220542194849
A004375,08/08/2023,17:05,2,5,2,9,1,7,30,6,1,52.16296867075865,-0.5219522281027688
A004376,28/12/2023,18:34,3,4,2,4,2,5,50,3,1,50.304172616682,2.6835614551432747
A004377,29/05/2023,00:12,3,1,3,8,7,1,30,1,2,51.69165571762488,1.2450878619387153
A004378,16/03/2023,07:57,3,2,2,4,7,1,60,6,2,52.494788154368095,-1.1378301376797908
A004379,11/07/2023,07:52,3,4,2,8,4,7,40,3,1,49.660674495148086,-1.153135685687495
A004380,01/08/2023,11:04,1,4,1,3,6,6,70,1,1,49.551396403747006,-0.22062591913995303
A004381,16/05/2023,13:18,3,3,1,5,6,7,40,2,1,53.156155397070435,1.3834702047393024
A004382,08/03/2023,08:45,2,4,0,1,3,1,50,1,1,52.89516480979809,-0.9748572958641394
A004383,09/01/2023,04:31,3,4,0,9,6,7,60,6,2,51.43835487505157,2.7022423531327857
A004384,15/12/2023,07:39,3,5,2,9,4,6,60,7,1,49.52134504915569,2.3966102099592947
A004385,01/05/2023,15:07,2,5,0,8,7,4,70,5,2,51.83192704139208,-0.43194658691344434
A004386,19/03/2023,11:09,2,1,3,3,1,5,20,9,1,52.477808965569785,1.1007705135343175
A004387,13/02/2023,19:54,3,5,0,3,6,7,20,1,2,51.49352970558903,2.8388382565583465
A004388,30/03/2023,13:24,3,1,2,8,1,6,30,3,1,49.80837586671973,2.5092468032714934
A004389,25/03/2023,10:08,3,1,0,5,2,6,40,2,1,52.85659931765319,-2.1952095334771715
A004390,21/08/2023,02:46,3,4,1,8,4,5,20,1,1,51.6043267635765,-0.5022009431544808
A004391,05/02/2023,10:12,3,1,3,9,5,1,30,2,2,50.19533844098064,-2.9422136823261265
A004392,13/02/2023,09:58,2,4,3,5,3,5,40,6,1,51.49914847574766,2.303348171254329
A004393,03/07/2023,08:56,3,4,2,5,2,4,30,8,1,52.04615187248306,-1.86071536337931
A004394,01/08/2023,04:18,3,2,0,9,1,6,30,6,1,52.23474813950392,-2.889121435939908
A004395,31/01/2023,02:15,3,5,1,5,3,6,20,5,1,53.2987168265336,1.137565796633282
A004396,03/05/2023,23:48,2,3,1,2,6,7,60,3,2,50.04551763419957,-2.8421146103078763
A004397,29/12/2023,17:15,3,4,1,9,6,5,70,6,1,51.21255954500895,1.400841410801878
A004398,19/10/2023,04:37,2,4,1,6,1,1,30,8,1,52.56282050978036,0.45971069635728556
A004399,02/07/2023,16:21,1,3,3,9,7,4,60,5,2,51.320255513561875,2.2265984724502688
A004400,19/03/2023,03:53,3,2,0,5,5,5,70,5,2,50.225889828334495,1.812445448000369
A004401,07/07/2023,16:35,3,1,3,2,7,4,60,8,1,50.683724530515725,-2.6804930692858044
A004402,10/10/2023,17:54,2,4,1,8,7,5,20,5,1,51.32526418742659,-1.5338950995316143
A004403,02/05/2023,03:18,3,1,0,3,4,6,30,1,1,52.191020777488866,-0.37938413495036183
A004404,22/06/2023,16:02,3,4,0,3,5,6,30,8,1,51.997246097547425,-0.33502736552700785
A004405,07/12/2023,17:17,3,1,0,2,3,4,60,7,1,51.05802285747011,1.7392297288763987
A004406,16/11/2023,02:22,3,1,3,9,2,7,40,7,2,50.35548216720511,0.7726250435843248
A004407,25/04/2023,04:37,3,4,3,7,6,6,20,7,2,51.263993001092736,-0.36750075549937555
A004408,15/08/2023,13:15,1,1,0,2,7,4,60,9,1,53.47465829633777,0.5670005316135468
A004409,19/05/2023,19:35,3,4,0,1,1,1,60,6,2,51.47799979845309,2.680690748455065
A004410,12/10/2023,06:38,3,1,1,5,1,4,60,0,1,50.3277275851786,-0.4240770391434191
A004411,12/09/2023,09:32,3,4,3,2,2,6,60,0,1,53.491448029942774,-1.7601401111972714
A004412,22/10/2023,15:24,3,3,1,7,4,4,60,9,1,53.053350461941946,-2.901694041202611
A004413,30/11/2023,11:22,3,1,2,1,1,6,50,6,1,51.48132304983712,-2.1050884120204807
A004414,23/05/2023,01:29,3,1,3,1,5,7,70,5,1,51.559566565281685,2.525061844684355
A004415,09/01/2023,00:08,2,5,0,1,4,4,40,3,2,49.58261797863197,-0.5454688372737574
A004416,30/10/2023,07:58,3,2,2,3,2,1,60,5,2,53.0781507331184,0.727921131442356
A004417,08/05/2023,14:14,3,3,2,7,2,6,20,0,2,52.97537086550045,1.2546643769269248
A004418,28/02/2023,08:38,3,3,1,1,1,1,30,3,1,50.94368875724763,0.14711643734269506
A004419,16/01/2023,15:13,3,2,0,2,5,1,20,5,2,51.14508235303008,-1.2821782215068895
A004420,20/03/2023,19:39,3,3,2,3,4,1,70,0,2,49.98165981263386,0.2954262630525798
A004421,19/08/2023,05:43,3,4,1,2,7,5,40,8,1,50.09272609980217,0.2536715906561954
A004422,08/05/2023,23:18,3,4,1,8,3,5,30,9,2,51.5240138682255,-1.8924830142035518
A004423,13/11/2023,18:48,3,2,3,8,1,5,30,0,2,51.29172292507032,-2.475069012510969
A004424,25/05/2023,06:53,3,5,2,5,3,5,60,6,2,52.00741935001447,0.5027885881865798
A004425,10/07/2023,22:05,3,3,2,7,7,1,50,1,1,51.04322053560534,-0.4617508688279125
A004426,19/01/2023,20:20,3,4,1,2,7,4,40,8,1,50.64274968884132,-2.046840247170142
A004427,09/07/2023,01:08,3,3,0,1,5,6,60,7,1,49.810029207780545,-0.3521369791925405
A004428,16/01/2023,16:55,3,5,2,6,6,5,30,2,1,52.54482200226755,-0.40115710011586836
A004429,15/03/2023,21:06,3,4,0,7,5,7,30,1,1,52.26858639749351,-0.24989875340054138
A004430,10/03/2023,05:24,3,1,3,7,7,5,20,8,1,52.358803271592535,2.1181388207169767
A004431,26/07/2023,07:23,3,5,0,4,1,7,20,7,2,52.631519082941445,-2.8753428327829185
A004432,13/09/2023,09:21,3,5,0,2,7,1,50,3,2,49.843216691369186,2.229463900546135
A004433,05/04/2023,08:42,3,5,1,3,6,1,30,6,2,52.203440061990605,2.7047089790769534
A004434,16/07/2023,21:57,1,1,1,6,2,4,60,9,1,52.946600467213536,-2.2507344091426673
A004435,04/05/2023,06:28,3,4,3,5,7,5,70,3,2,53.16898506238025,-1.9176772375441349
A004436,16/04/2023,12:06,3,1,3,9,2,7,40,9,2,50.51889137754586,0.9163889799305457
A004437,08/11/2023,04:13,3,3,3,9,5,6,20,7,2,51.971482272768874,-2.650202874911455
A004438,14/05/2023,19:50,3,4,1,6,1,6,70,0,1,52.66494312556957,2.779105287298767
A004439,03/02/2023,03:50,2,1,0,2,3,5,70,1,2,51.15383018154584,2.0804154089087716
A004440,05/01/2023,02:19,2,2,2,4,4,6,50,5,1,49.842209497066825,-0.3142679994317831
A004441,21/02/2023,00:09,3,1,1,2,1,1,70,2,2,52.27146561482355,-1.5797604373598877
A004442,01/06/2023,03:33,2,4,0,1,6,6,20,5,1,49.93293622413206,0.876731822341165
A004443,01/03/2023,05:23,2,2,0,5,1,4,40,3,1,52.34181431656524,1.2765905845570455
A004444,01/07/2023,09:45,3,1,1,5,3,1,60,3,2,53.001719071167976,0.9559832466202473
A004445,10/03/2023,23:34,2,5,2,1,5,7,60,7,1,51.0942662576495,-1.9966050336384857
A004446,18/09/2023,23:32,2,1,3,6,4,1,20,5,1,50.946856655134475,1.1051493155591046
A004447,03/07/2023,15:42,3,5,3,2,3,5,50,9,2,50.10446328533716,2.6540838995257308
A004448,17/03/2023,00:11,3,1,3,3,2,6,20,6,2,52.828266300919886,0.6385819319569978
A004449,27/10/2023,22:43,2,3,1,5,2,4,70,6,1,50.94422390011973,2.31537972028779
A004450,21/05/2023,06:26,3,3,3,4,7,1,30,8,2,53.30699307170713,-0.7064810333923653
A004451,16/05/2023,16:08,3,2,0,8,4,6,60,6,1,50.58347367402031,-1.4667398020588756
A004452,26/10/2023,09:51,3,4,1,3,2,4,20,3,1,49.624183766942544,-0.6580020501645348
A004453,23/11/2023,19:30,3,1,1,4,6,7,50,5,1,51.58692662631985,-3.096200232326263
A004454,14/06/2023,22:13,3,5,2,8,6,5,20,2,1,50.63089819318726,-0.7606538581653147
A004455,03/10/2023,03:31,3,3,3,2,4,1,60,0,2,52.52904783253374,2.6792110847037196
A004456,24/08/2023,10:42,2,2,2,8,1,7,20,0,1,49.99767073740162,-0.8194258305469629
A004457,16/09/2023,17:07,3,4,2,1,2,5,20,1,2,50.95586797142845,-0.38564125077830436
A004458,29/07/2023,11:08,3,2,1,3,2,5,30,8,2,51.37628742236174,-1.731069766893861
A004459,25/11/2023,19:03,2,1,1,5,5,6,20,7,2,52.24095197780184,-0.3641435486772838
A004460,18/03/2023,22:34,2,2,3,5,4,7,60,5,2,52.85135248958986,2.807484067921784
A004461,05/08/2023,13:03,3,2,0,7,1,4,60,6,2,51.05241649341432,-1.2651171571836441
A004462,19/08/2023,03:00,3,2,3,8,6,4,20,6,1,53.42640186036896,-2.2645156737927112
A004463,20/08/2023,04:53,2,2,1,8,1,1,60,5,1,50.43749678194398,-1.0987698604124856
A004464,31/08/2023,05:06,2,1,0,6,3,5,40,1,1,52.77679001212002,-0.5704891351447626
A004465,29/05/2023,23:06,3,4,2,6,5,4,60,9,2,52.61352791816774,0.33947204752120597
A004466,27/05/2023,16:15,3,2,2,6,3,4,30,1,1,50.42005523951439,1.6344937527293433
A004467,01/01/2023,01:52,3,3,3,2,6,5,60,8,2,50.41844778874057,1.3377456073225606
A004468,20/11/2023,17:32,3,3,0,7,4,4,40,5,1,52.79818831865029,-0.6540179174399631
A004469,18/06/2023,13:39,2,3,3,6,2,6,20,1,1,50.427011974034265,1.397457128374421
A004470,06/10/2023,15:47,3,3,0,3,1,7,50,8,2,49.875423611799235,1.3366904109759559
A004471,06/01/2023,01:07,3,1,3,4,5,4,40,2,2,52.31376049944345,-1.5219231620117593
A004472,12/06/2023,19:10,2,3,2,6,1,5,70,9,2,49.599959852793724,-0.1596852694659864
A004473,30/03/2023,17:18,3,3,1,1,7,6,20,2,2,52.618616941742204,-1.0527076840650307
A004474,19/12/2023,21:12,2,2,2,1,4,4,60,5,1,50.25624607434029,-1.5983309157772052
A004475,14/09/2023,03:10,3,1,0,5,7,4,20,3,1,51.286791097259574,2.2528604392020415
A004476,16/12/2023,10:36,3,2,1,3,6,5,40,2,1,52.7418034068662,-1.3354668785505988
A004477,16/08/2023,23:14,3,5,2,3,2,1,20,0,1,50.30272357273533,-1.7876220070330806
A004478,16/04/2023,17:05,3,2,0,5,6,5,20,9,2,51.226989008928,-0.012019301987530012
A004479,18/01/2023,10:17,3,3,2,4,7,1,20,3,1,51.87558550706443,0.19034937133707527
A004480,11/11/2023,00:07,3,5,1,7,2,7,70,6,1,52.88955507140717,2.8858655451561916
A004481,28/10/2023,21:39,2,1,2,3,1,6,50,3,1,50.44005911763093,-0.43450774601715947
A004482,19/07/2023,11:33,1,5,0,8,1,5,20,9,1,52.06008858553681,0.12882704406604759
A004483,07/05/2023,10:46,3,2,2,8,6,5,30,6,1,53.052324268871494,-0.8072682134816559
A004484,30/08/2023,17:34,2,1,0,8,2,4,60,0,2,53.20312843718416,2.348596403097074
A004485,17/03/2023,19:47,3,3,2,4,3,1,60,9,1,53.34671165373272,2.3984234679884504
A004486,03/05/2023,00:27,3,2,2,2,2,1,70,7,1,50.84049324992407,2.8232242989833067
A004487,08/10/2023,09:07,2,2,3,5,4,1,30,8,2,51.634645205374596,-2.969888205520614
A004488,04/05/2023,16:01,3,5,0,9,4,7,30,8,1,49.700992844297545,0.5489424414209828
A004489,11/12/2023,15:14,3,4,2,3,1,4,20,2,1,52.848597556229954,-1.840043501735977
A004490,02/03/2023,10:54,3,5,0,6,5,1,70,2,1,52.397764561105035,0.2762622425796645
A004491,30/03/2023,21:51,3,3,1,4,1,6,60,7,1,52.52272995258285,0.17568014334312218
A004492,30/03/2023,02:54,3,1,1,7,7,4,60,6,2,53.35047590001334,-0.9270921801184316
A004493,16/08/2023,19:01,3,1,0,2,4,5,40,2,2,50.24137774767169,1.070534425386755
A004494,18/05/2023,21:29,3,1,0,9,2,4,60,7,1,52.69968681483915,1.862253036226059
A004495,31/10/2023,06:25,1,3,2,1,7,7,20,6,1,50.08008318693731,-2.936181183626529
A004496,26/09/2023,20:41,2,5,2,8,1,6,70,9,1,50.308152764905095,-2.384780881928521
A004497,02/02/2023,11:50,2,3,0,8,7,4,40,1,2,52.79904052950499,1.9885243825952839
A004498,23/09/2023,04:10,2,2,2,4,6,6,70,2,1,51.39104186339373,1.9823759019608391
A004499,15/08/2023,22:34,3,1,2,7,7,1,60,8,1,50.22686618604532,-2.790477232335163
A004500,22/12/2023,10:05,3,4,3,9,3,1,40,7,1,53.284940768525175,0.581687380324636
A004501,19/01/2023,06:22,3,5,2,1,5,6,70,2,2,52.14701586191679,-1.4755051690728396
A004502,24/10/2023,08:12,3,4,1,6,2,4,40,9,2,52.43913767112506,-2.219155210680903
A004503,02/10/2023,03:12,3,2,3,9,1,6,70,8,2,50.89762933383768,-2.523349523703327
A004504,28/02/2023,10:08,3,3,1,9,6,7,20,7,2,50.13935986459305,1.636930804735337
A004505,25/01/2023,20:36,2,1,3,2,7,4,40,9,2,50.53971057707017,-2.111219975453375
A004506,31/10/2023,05:44,3,2,0,2,6,7,30,6,2,50.16222137745172,-0.45970007761355924
A004507,09/03/2023,05:28,3,3,3,2,4,7,20,5,2,52.968168196579235,-2.245576491125336
A004508,05/08/2023,12:17,3,1,0,7,1,1,20,3,2,49.827297649341794,-2.277621812638185
A004509,19/08/2023,04:12,3,2,2,8,4,1,50,2,2,49.84743937149853,-3.0531344634699225
A004510,10/08/2023,05:11,3,2,1,4,4,5,20,1,1,50.869622146929245,1.9305142135584874
A004511,03/03/2023,17:06,3,3,1,3,4,6,20,1,1,51.06708262305935,-2.640357035003404
A004512,09/08/2023,18:58,3,1,0,8,2,4,60,1,2,52.18651344819246,-0.49404769630769907
A004513,19/06/2023,10:34,1,5,3,4,6,5,70,1,1,51.3828437499341,-1.7004452355577113
A004514,11/10/2023,10:58,3,1,1,3,4,4,40,6,1,52.19768418851447,2.518179463271864
A004515,12/08/2023,22:36,2,3,3,3,4,4,60,3,1,52.103002043802626,-2.265571569853694
A004516,24/10/2023,01:44,3,5,1,8,2,1,60,3,1,50.01000048740483,1.909665057747222
A004517,11/02/2023,01:36,1,5,0,3,2,4,30,6,2,51.14762650866076,-1.6450838251798405
A004518,04/07/2023,18:24,3,1,0,1,1,5,50,5,1,50.97140115650263,0.28344594521252786
A004519,28/04/2023,01:53,3,3,3,8,5,4,20,9,1,52.1055791503077,1.7909705668367777
A004520,27/06/2023,03:04,3,5,1,9,7,7,60,1,2,50.329854681335945,-0.6917873600299868
A004521,20/06/2023,19:30,3,4,2,6,7,1,30,8,2,53.316380222599285,2.346490451796931
A004522,11/08/2023,20:33,3,5,0,4,6,4,30,9,2,50.4753092322547,-0.5138872464408263
A004523,03/07/2023,00:06,3,1,1,9,4,1,30,6,1,50.62186467560281,-2.42714321947375
A004524,24/07/2023,13:43,3,1,0,5,1,5,40,0,2,50.35654129285526,-2.3151987570761814
A004525,21/02/2023,02:51,2,1,0,4,3,1,60,3,2,49.86649662924867,-0.7772296685123455
A004526,02/09/2023,12:55,3,2,0,8,4,5,40,7,2,51.871104258463674,2.50878160147322
A004527,29/01/2023,21:08,3,5,0,4,2,5,30,5,2,50.197317309815006,-0.8681166282349929
A004528,25/10/2023,13:54,3,4,1,7,6,4,30,9,1,52.72828629093456,1.400715995500169
A004529,07/03/2023,16:09,3,4,0,4,3,6,20,0,1,49.96678575416528,-1.716324110612739
A004530,02/06/2023,00:02,3,4,1,7,1,4,40,3,2,53.18430765575013,0.45500182366295194
A004531,06/09/2023,00:40,1,1,0,4,1,5,40,9,1,51.97649066383797,1.9270620723824226
A004532,11/09/2023,23:53,3,5,2,8,6,5,50,6,2,52.226136392848396,2.0312505778562815
A004533,29/10/2023,10:17,3,3,3,4,7,5,70,1,1,52.82553937418593,-1.665047142423641
A004534,11/11/2023,13:02,1,3,1,9,2,6,70,0,1,51.85246479947639,2.6637444849854037
A004535,22/04/2023,12:36,3,2,3,9,3,6,20,5,1,52.14015644953917,2.481244597205096
A004536,22/09/2023,16:32,3,5,2,4,3,7,70,3,2,50.08749873692251,-2.5661933335364138
A004537,01/10/2023,00:20,2,5,0,1,7,1,40,7,2,49.90867229890259,2.350283822252162
A004538,09/04/2023,18:57,3,4,0,7,4,4,70,3,1,53.44742451315263,-1.8827101637853423
A004539,14/10/2023,23:25,3,2,3,7,1,1,50,5,1,53.38407107249943,0.15811777680732195
A004540,26/10/2023,05:13,2,2,0,1,1,6,70,8,2,51.41298024936932,-3.0578824370006195
A004541,24/05/2023,12:19,3,1,1,8,3,4,40,1,2,51.867983918415646,1.3861347300974196
A004542,08/10/2023,14:42,2,4,3,7,7,1,40,1,1,49.581823409124986,1.4481788802219016
A004543,03/06/2023,17:21,3,3,0,5,3,4,50,0,1,49.86008122249075,2.624537256088241
A004544,02/11/2023,09:14,3,1,0,4,7,6,40,0,2,50.90887967581246,1.264340735068267
A004545,16/12/2023,10:35,3,3,3,6,6,1,20,0,1,49.787744426723464,0.8445325245063954
A004546,14/08/2023,01:10,2,4,0,1,2,7,70,7,2,51.48281174474532,0.606465578375568
A004547,10/08/2023,06:49,2,3,1,5,5,5,40,2,1,50.49886136233236,0.5737816229779181
A004548,29/09/2023,23:49,2,5,3,7,1,5,60,0,2,50.872224771751235,0.6716200609847617
A004549,05/02/2023,15:38,3,5,1,8,4,1,50,5,2,53.112268403631596,-0.9129125538455781
A004550,30/12/2023,20:55,2,2,2,9,4,7,70,5,2,51.115695323745015,-2.321037528660889
A004551,01/08/2023,08:07,3,3,1,2,7,7,30,6,1,50.856237393141974,0.3644198010310721
A004552,06/04/2023,21:37,3,4,1,9,1,5,20,1,2,51.69875605962146,-0.3563676376086512
A004553,04/01/2023,21:20,3,3,1,2,3,5,70,2,2,52.83357166631272,-2.219794717630591
A004554,04/11/2023,01:08,3,3,1,3,2,1,30,6,1,50.9587423934883,-0.11139403414119178
A004555,28/11/2023,06:49,3,4,2,8,7,6,30,0,1,52.067497653882626,1.6648996390020874
A004556,11/09/2023,23:57,3,3,1,3,2,7,50,8,1,52.80907383910593,-2.012327363097948
A004557,05/01/2023,04:48,1,4,2,5,7,4,30,3,1,51.07433930953873,1.5716198315172405
A004558,06/05/2023,06:36,3,4,3,3,2,1,40,5,2,50.209323998708875,1.9799285170429237
A004559,11/07/2023,04:18,2,5,3,2,7,6,60,6,2,52.15604081683784,-0.31250714621777254
A004560,30/08/2023,07:07,3,4,3,9,7,5,30,3,2,52.74420688257181,2.6054972729460304
A004561,29/08/2023,16:47,3,5,3,3,7,4,70,1,1,50.25345314309465,1.7362208736086244
A004562,04/09/2023,18:56,3,3,1,8,6,7,20,9,1,50.75925199427823,-3.042305747944687
A004563,19/01/2023,22:40,3,2,1,1,3,7,50,1,2,50.28303892641802,0.6655158560723767
A004564,07/12/2023,20:09,3,5,0,8,2,7,40,2,2,51.93569293590841,0.11521682838871036
A004565,13/08/2023,23:40,3,2,3,1,2,7,40,0,2,51.97955997934299,-3.0316128279450774
A004566,28/07/2023,15:17,3,1,0,7,5,6,70,5,2,50.038179691493326,-1.3957126094977952
A004567,19/06/2023,13:54,3,2,1,3,7,7,20,8,1,51.37370272822086,1.1174247236588264
A004568,24/11/2023,11:46,3,3,1,2,4,7,20,5,2,52.11641471512934,-2.037803764117194
A004569,12/01/2023,00:35,3,5,0,1,6,7,60,6,2,50.171356230992174,-2.3509440062746143
A004570,04/10/2023,06:31,3,1,3,4,2,1,60,5,1,52.62559740772555,0.050281386117453225
A004571,04/09/2023,00:37,3,5,3,4,6,6,50,7,2,51.46982449217432,0.07786634788921329
A004572,12/04/2023,02:30,3,5,2,3,6,1,50,8,1,53.46178976426001,-2.4519109308030522
A004573,12/12/2023,01:24,3,5,1,1,1,6,60,7,2,53.48363259112824,2.2931528940033234
A004574,26/11/2023,02:53,3,5,0,3,5,4,40,1,1,49.63611318485274,-1.8271805957967129
A004575,04/06/2023,00:34,3,2,0,5,2,6,50,8,2,52.435374448543826,2.0106588318970195
A004576,12/02/2023,14:57,1,1,3,7,7,7,40,2,2,50.48660762189339,-2.728333573957094
A004577,23/10/2023,21:38,2,3,3,2,4,1,70,5,2,51.38544202484208,-2.9305608730926314
A004578,04/02/2023,05:52,3,1,1,4,2,5,30,8,1,53.207015761428025,2.6986641680697168
A004579,21/03/2023,07:35,3,5,0,1,7,1,70,1,1,51.86437937784304,1.5676437448310625
A004580,26/09/2023,09:20,2,3,0,6,2,6,50,9,1,50.05415276604962,-1.5729893861668394
A004581,14/06/2023,21:22,3,5,1,4,2,1,30,8,1,52.2742613017293,1.8117118535994448
A004582,17/06/2023,23:03,3,5,0,3,6,4,40,0,2,52.49178772213218,-1.0799949506512312
A004583,26/07/2023,14:55,2,1,0,2,7,7,60,0,1,49.64745285538284,-1.939251676090923
A004584,08/07/2023,15:40,3,4,3,3,7,1,50,6,2,51.51077459106696,-2.7660973960058666
A004585,31/07/2023,21:21,3,1,1,1,1,4,60,3,2,52.173325966148205,-2.315171673501397
A004586,21/07/2023,18:54,3,4,0,7,2,1,30,2,2,50.86701055761017,2.607038293690214
A004587,29/09/2023,13:13,3,1,2,8,5,4,60,6,2,52.61431502820766,-0.4028192659192603
A004588,24/04/2023,18:40,3,5,0,8,4,7,40,7,1,52.790797159334865,-2.6824170752242633
A004589,17/05/2023,14:26,3,4,2,9,7,4,70,1,2,52.66505660215741,1.7192236720860943
A004590,30/01/2023,11:52,2,1,3,2,7,1,30,7,2,52.01230043296009,0.2194453979378271
A004591,30/05/2023,17:12,3,1,3,5,4,4,30,8,1,51.95523391504138,2.8866662481461325
A004592,08/10/2023,12:12,3,5,0,7,7,5,60,8,1,52.83882284752235,0.35304879090821306
A004593,03/03/2023,20:13,3,2,3,8,6,1,40,1,2,51.02980705547971,0.1341660153696936
A004594,22/07/2023,21:26,1,3,0,2,1,5,40,1,2,50.95462491181397,-1.7436823476036236
A004595,11/06/2023,06:48,2,2,3,2,1,6,50,5,1,51.18749618086938,-1.272205574497665
A004596,23/06/2023,07:06,3,4,3,8,4,7,30,9,2,52.18669091491333,-0.006943851676880192
A004597,23/09/2023,18:42,3,3,0,8,1,7,60,3,1,50.35545103961995,-0.8792181699638556
A004598,17/06/2023,10:55,3,5,2,8,7,4,30,7,1,52.494690049830105,-2.2975072160206316
A004599,07/10/2023,19:04,3,4,0,7,1,5,70,6,2,50.8728220203248,0.784435320805796
A004600,20/09/2023,04:35,2,4,3,2,1,1,30,1,2,52.24364352215565,-2.689024865542549
A004601,22/11/2023,22:08,3,3,2,5,5,1,60,6,2,50.70733445841695,0.9954778067811306
A004602,01/07/2023,02:21,3,1,2,8,2,4,50,3,1,51.82681010486399,-0.19505007519773257
A004603,08/06/2023,20:41,3,4,0,1,3,4,50,2,2,49.77170508041281,1.6806686570551013
A004604,30/11/2023,22:23,2,1,3,1,3,1,40,2,1,51.469641992847414,-1.696263126760202
A004605,28/10/2023,09:25,3,4,0,3,7,4,70,6,2,51.2020519333329,1.9593108625609044
A004606,26/07/2023,16:13,3,4,3,8,2,5,20,3,2,50.602062156779205,2.2955202076771903
A004607,04/04/2023,22:10,3,5,1,3,6,6,70,6,2,52.04058433216885,0.14978746501287618
A004608,10/02/2023,03:42,3,5,3,1,1,6,30,7,2,52.035333687283476,2.694782572778918
A004609,24/08/2023,03:41,3,4,3,1,3,4,70,0,2,50.96331667400128,0.4808269620719706
A004610,27/02/2023,05:19,3,2,2,8,6,5,40,5,1,50.56263186531136,-0.24396221073881322
A004611,01/01/2024,15:49,3,4,2,2,1,1,60,0,2,49.82878459555188,2.430711865244889
A004612,11/03/2023,12:05,2,4,3,3,4,7,60,8,1,49.57651334197415,-1.8363720967268007
A004613,31/08/2023,23:51,3,1,0,7,3,7,70,6,1,51.24744988295526,-0.6554083696630592
A004614,18/10/2023,20:48,3,5,0,3,1,1,20,2,1,52.09535136202817,-2.317106455390775
A004615,14/09/2023,16:58,3,5,3,3,2,4,50,0,2,49.91203687940379,1.1007336540346304
A004616,24/05/2023,21:37,2,4,0,4,6,7,30,2,1,51.96667332906048,2.8423699748465583
A004617,19/09/2023,18:17,3,4,3,1,7,7,60,8,1,50.26788460241608,2.1953186052287603
A004618,05/04/2023,12:56,3,1,0,3,3,1,60,8,1,50.71142712985061,-0.3470635263210803
A004619,22/10/2023,04:36,3,4,1,6,7,7,60,1,1,51.14142269168188,2.26592417322651
A004620,20/02/2023,15:28,2,5,2,3,3,7,20,6,2,52.95013964071786,-2.934868416500079
A004621,05/03/2023,16:21,3,5,0,7,6,4,50,7,2,49.62529949368363,1.908457431851105
A004622,13/08/2023,10:08,3,1,1,1,2,6,50,3,2,49.54451239305352,-0.9922548612676224
A004623,15/04/2023,12:52,2,2,2,3,3,5,20,2,2,52.39650227425081,1.191158435434891
A004624,21/04/2023,18:38,3,2,0,6,6,5,40,0,1,50.157957311877695,-1.2576556720220575
A004625,21/06/2023,18:03,3,3,0,6,3,1,70,5,2,49.623412529107405,0.759749098491923
A004626,27/10/2023,13:56,3,4,2,9,7,1,60,2,2,52.5142361070918,1.3008051390035544
A004627,05/07/2023,20:42,1,2,2,2,5,7,20,3,2,51.79451514238058,-2.171120632098634
A004628,29/06/2023,22:56,3,1,3,4,6,1,70,3,2,50.18405542432042,-0.8285015443068294
A004629,30/06/2023,10:22,2,3,1,8,3,4,20,8,2,51.86570343740248,1.4699881207328924
A004630,21/03/2023,14:08,3,2,3,2,3,6,50,9,1,51.8497493534187,-1.2574160404860266
