Accident_Index,Vehicle_Reference,Vehicle_Type,Age_of_Vehicle,Engine_Capacity,Age_of_Driver,Sex_of_Driver
A015928,1,13,2008,1400,62,1
A015929,1,9,2020,1000,21,2
A015930,1,13,2022,2500,64,1
A015931,1,2,2007,1600,67,2
A015932,1,15,2004,2000,50,1
A015933,1,17,2005,2000,79,1
A015934,1,4,2014,2500,36,2
A015935,1,17,2015,1000,43,2
A015936,1,15,2011,2000,68,2
A015937,1,3,2008,1600,40,2
A015938,1,2,2011,2500,70,2
A015939,1,9,2014,2500,71,1
A015940,1,17,2005,1600,19,2
A015941,1,5,2009,2500,55,1
A015942,1,13,2022,2000,45,2
A015943,1,4,2018,2500,74,1
A015944,1,19,2014,2000,73,2
A015945,1,12,2014,2500,42,1
A015946,1,13,2017,1400,59,1
A015947,1,5,2013,1400,79,1
A015948,1,13,2016,1400,58,2
A015949,1,2,2016,1000,48,1
A015950,1,19,2016,1000,71,1
A015951,1,14,2004,1000,37,2
A015952,1,20,2008,1400,26,2
A015953,1,8,2022,2500,57,1
A015954,1,11,2010,1400,25,1
A015955,1,15,2008,2000,35,1
A015956,1,6,2022,1600,58,2
A015957,1,15,2010,2000,66,1
A015958,1,2,2005,2000,45,2
A015959,1,11,2010,1400,36,2
A015960,1,19,2013,1400,37,2
A015961,1,5,2016,1400,21,2
A015962,1,20,2017,1000,79,1
A015963,1,14,2008,2000,32,2
A015964,1,20,2023,1600,50,2
A015965,1,10,2020,2500,34,2
A015966,1,8,2013,1000,29,2
A015967,1,15,2019,1600,32,2
A015968,1,4,2013,1600,61,2
A015969,1,17,2015,1000,33,2
A015970,1,5,2015,1600,78,1
A015971,1,7,2016,1000,66,2
A015972,1,4,2006,2000,22,2
A015973,1,14,2012,1000,56,2
A015974,1,2,2022,1600,40,2
A015975,1,7,2013,1400,66,2
A015976,1,10,2012,1000,67,1
A015977,1,16,2004,1400,76,1
A015978,1,13,2014,1000,51,1
A015979,1,11,2004,2500,29,1
A015980,1,16,2015,2000,30,2
A015981,1,19,2016,1000,64,2
A015982,1,7,2004,1600,47,1
A015983,1,19,2014,1600,61,1
A015984,1,4,2007,1400,67,2
A015985,1,7,2005,2500,77,2
A015986,1,16,2013,1000,74,1
A015987,1,2,2009,2500,22,1
A015988,1,11,2005,1000,28,2
A015989,1,19,2010,2000,41,2
A015990,1,15,2005,2500,36,2
A015991,1,10,2019,2000,48,2
A015992,1,20,2009,1000,39,1
A015993,1,11,2005,1600,42,2
A015994,1,6,2016,2000,21,2
A015995,1,8,2020,1000,66,1
A015996,1,4,2019,1600,27,1
A015997,1,20,2022,1000,26,1
A015998,1,4,2015,2500,39,1
A015999,1,5,2006,1600,38,2
A016000,1,7,2015,2500,19,1
A016001,1,18,2021,2000,67,1
A016002,1,19,2023,1000,25,1
A016003,1,20,2010,1600,49,2
A016004,1,14,2004,1600,55,2
A016005,1,19,2007,2500,37,2
A016006,1,14,2009,1000,63,2
A016007,1,4,2019,1600,53,2
A016008,1,20,2023,1600,20,2
A016009,1,3,2006,2500,73,1
A016010,1,2,2018,1600,77,1
A016011,1,3,2011,1600,68,2
A016012,1,19,2018,1000,55,1
A016013,1,2,2019,2000,64,2
A016014,1,1,2022,2500,65,2
A016015,1,5,2021,1400,73,2
A016016,1,1,2009,2500,38,2
A016017,1,1,2022,1400,46,1
A016018,1,12,2019,1400,77,1
A016019,1,15,2008,2000,21,1
A016020,1,6,2013,1000,63,2
A016021,1,14,2012,1000,26,1
A016022,1,13,2020,2500,31,2
A016023,1,8,2016,2000,70,2
A016024,1,15,2005,1600,33,1
A016025,1,18,2010,2000,34,1
A016026,1,13,2014,2000,21,1
A016027,1,10,2016,1000,24,1
A016028,1,7,2023,1400,34,2
A016029,1,1,2014,1400,37,2
A016030,1,16,2010,1000,46,1
A016031,1,15,2009,1600,74,2
A016032,1,14,2019,1000,38,2
A016033,1,2,2019,1000,25,1
A016034,1,9,2023,2500,76,2
A016035,1,7,2023,1600,78,2
A016036,1,2,2010,1600,29,2
A016037,1,7,2007,2000,50,1
A016038,1,1,2006,2000,27,1
A016039,1,5,2022,1400,21,2
A016040,1,4,2006,2000,58,1
A016041,1,20,2018,2500,41,2
A016042,1,18,2020,2000,61,1
A016043,1,11,2005,1400,76,2
A016044,1,17,2013,2000,67,2
A016045,1,8,2014,1600,72,2
A016046,1,7,2020,1400,34,1
A016047,1,20,2008,2500,30,1
A016048,1,15,2018,1600,77,1
A016049,1,8,2012,1600,75,1
A016050,1,13,2011,1000,34,2
A016051,1,15,2020,2500,75,1
A016052,1,8,2008,1600,64,1
A016053,1,14,2006,2000,64,1
A016054,1,16,2004,1400,39,1
A016055,1,16,2010,1600,51,1
A016056,1,18,2022,1600,61,2
A016057,1,12,2019,1000,68,2
A016058,1,15,2004,2500,66,1
A016059,1,3,2010,2000,32,1
A016060,1,5,2006,1000,76,2
A016061,1,19,2020,1400,46,1
A016062,1,18,2019,1400,22,1
A016063,1,17,2013,1400,48,1
A016064,1,4,2014,1600,78,1
A016065,1,11,2020,1400,52,2
A016066,1,2,2022,2500,32,2
A016067,1,17,2015,2500,42,2
A016068,1,10,2013,2500,46,2
A016069,1,12,2018,1400,76,2
A016070,1,10,2006,1400,55,1
A016071,1,3,2022,1600,21,2
A016072,1,1,2016,1000,47,1
A016073,1,3,2005,1400,47,1
A016074,1,14,2023,1000,64,2
A016075,1,17,2007,1400,48,1
A016076,1,12,2004,1000,24,1
A016077,1,1,2019,2500,40,2
A016078,1,6,2007,1600,38,1
A016079,1,3,2017,2000,46,1
A016080,1,7,2007,2500,61,2
A016081,1,4,2021,2500,80,2
A016082,1,17,2012,1000,79,2
A016083,1,6,2004,1000,25,1
A016084,1,11,2008,1600,46,2
A016085,1,17,2018,2000,80,2
A016086,1,8,2004,1400,18,2
A016087,1,16,2017,1400,59,1
A016088,1,10,2005,1400,36,2
A016089,1,12,2010,1000,71,2
A016090,1,18,2023,2000,33,2
A016091,1,6,2019,1600,59,1
A016092,1,17,2023,1400,46,1
A016093,1,8,2013,1000,32,1
A016094,1,14,2015,1400,47,2
A016095,1,7,2012,1600,31,2
A016096,1,13,2011,2500,78,2
A016097,1,14,2019,1600,54,2
A016098,1,15,2019,1000,43,2
A016099,1,4,2010,1400,37,1
A016100,1,8,2008,1000,58,1
A016101,1,15,2020,1000,70,1
A016102,1,19,2014,1000,27,1
A016103,1,1,2019,1600,28,1
A016104,1,10,2022,1400,43,1
A016105,1,20,2017,1000,55,1
A016106,1,14,2007,1600,67,2
A016107,1,7,2018,1600,73,2
A016108,1,20,2005,2000,31,2
A016109,1,7,2018,1400,42,1
A016110,1,1,2015,1600,41,2
A016111,1,19,2022,1000,30,1
A016112,1,15,2020,2000,67,2
A016113,1,18,2015,1400,30,2
A016114,1,8,2021,1600,72,1
A016115,1,16,2019,1400,57,2
A016116,1,1,2015,1600,25,1
A016117,1,4,2017,1600,61,1
A016118,1,7,2020,2500,48,1
A016119,1,16,2017,1000,64,2
A016120,1,13,2014,2000,45,2
A016121,1,9,2010,2500,48,2
A016122,1,5,2022,2000,47,2
A016123,1,4,2012,1400,54,2
A016124,1,7,2007,2500,25,2
A016125,1,6,2013,2500,28,1
A016126,1,17,2015,1600,27,1
A016127,1,16,2023,1400,77,2
A016128,1,13,2021,1400,40,2
A016129,1,20,2009,1000,60,1
A016130,1,20,2015,1400,39,1
A016131,1,10,2022,1000,55,2
A016132,1,13,2009,1000,40,1
A016133,1,4,2008,1400,58,2
A016134,1,20,2022,1000,33,2
A016135,1,6,2012,1400,61,1
A016136,1,1,2021,1400,71,2
A016137,1,5,2009,2000,79,1
A016138,1,19,2004,1400,31,1
A016139,1,4,2010,1400,29,2
A016140,1,20,2022,2500,32,1
A016141,1,14,2021,2500,30,2
A016142,1,2,2013,1400,31,2
A016143,1,10,2011,2000,35,2
A016144,1,11,2014,1400,27,1
A016145,1,12,2015,1000,38,1
A016146,1,1,2011,2500,57,2
A016147,1,3,2020,2500,49,1
A016148,1,9,2007,1400,32,2
A016149,1,18,2010,1600,67,1
A016150,1,20,2019,1400,63,1
A016151,1,7,2016,2000,54,1
A016152,1,13,2019,2500,42,2
A016153,1,5,2007,1600,72,1
A016154,1,8,2011,2000,46,2
A016155,1,7,2007,2500,62,2
A016156,1,8,2019,2000,23,1
A016157,1,5,2010,2500,56,2
A016158,1,13,2006,2000,38,2
A016159,1,17,2009,1000,74,1
A016160,1,20,2020,1600,59,2
A016161,1,13,2005,1400,66,2
A016162,1,19,2008,1600,40,2
A016163,1,3,2015,2000,43,1
A016164,1,17,2008,2500,78,2
A016165,1,1,2014,2000,21,2
A016166,1,3,2017,1400,30,2
A016167,1,6,2018,1400,27,2
A016168,1,8,2019,1600,51,2
A016169,1,9,2010,1000,59,1
A016170,1,11,2008,1400,77,2
A016171,1,5,2022,2000,36,2
A016172,1,9,2016,2500,23,1
A016173,1,17,2007,1000,47,1
A016174,1,15,2019,1600,75,2
A016175,1,15,2005,2000,44,2
A016176,1,12,2020,2000,28,1
A016177,1,13,2006,1600,71,1
A016178,1,6,2004,2000,44,1
A016179,1,14,2004,2000,63,1
A016180,1,1,2008,1600,18,1
A016181,1,8,2015,2000,26,2
A016182,1,1,2007,2500,59,1
A016183,1,13,2021,2500,61,1
A016184,1,12,2022,1000,59,1
A016185,1,17,2023,1400,36,1
A016186,1,13,2017,1600,42,2
A016187,1,20,2010,2000,43,2
A016188,1,17,2005,1000,26,1
A016189,1,8,2007,1400,42,2
A016190,1,7,2020,1600,79,2
A016191,1,7,2019,2500,19,2
A016192,1,12,2012,1000,38,2
A016193,1,16,2022,1000,80,2
A016194,1,14,2007,1000,37,1
A016195,1,10,2014,1000,74,2
A016196,1,12,2007,1000,59,1
A016197,1,5,2009,2000,35,2
A016198,1,9,2010,1400,73,2
A016199,1,5,2019,2500,68,1
A016200,1,11,2005,1600,52,1
A016201,1,16,2008,2000,29,2
A016202,1,4,2021,2500,74,1
A016203,1,3,2014,1400,35,2
A016204,1,6,2005,1400,24,2
A016205,1,5,2011,1000,64,2
A016206,1,6,2017,1000,27,2
A016207,1,20,2014,1400,20,2
A016208,1,11,2020,1600,25,2
A016209,1,8,2019,2500,69,1
A016210,1,6,2008,2500,41,2
A016211,1,6,2019,2000,57,1
A016212,1,15,2012,1400,45,2
A016213,1,17,2016,2000,78,2
A016214,1,9,2014,2000,18,2
A016215,1,10,2016,1000,35,2
A016216,1,7,2007,2000,21,1
A016217,1,18,2005,1400,41,2
A016218,1,1,2017,1600,62,1
A016219,1,4,2018,1600,71,1
A016220,1,7,2023,1600,74,2
A016221,1,5,2005,1000,19,2
A016222,1,6,2017,1000,27,1
A016223,1,5,2014,1600,52,1
A016224,1,5,2015,1600,51,2
A016225,1,12,2017,2000,30,2
A016226,1,16,2006,1000,37,1
A016227,1,20,2006,1000,79,2
A016228,1,13,2019,1600,34,1
A016229,1,1,2017,1600,34,1
A016230,1,1,2011,1600,50,2
A016231,1,6,2009,2000,62,2
A016232,1,8,2011,2500,64,1
A016233,1,15,2008,1000,74,2
A016234,1,15,2022,2500,35,2
A016235,1,18,2006,2500,43,2
A016236,1,13,2020,2500,68,2
A016237,1,20,2010,1600,76,1
A016238,1,8,2012,1400,60,1
A016239,1,20,2006,2500,68,1
A016240,1,8,2007,2000,73,1
A016241,1,7,2022,1000,47,2
A016242,1,1,2023,1000,23,2
A016243,1,3,2012,2500,24,1
A016244,1,16,2014,1600,53,2
A016245,1,10,2004,1000,35,1
A016246,1,9,2006,1600,18,1
A016247,1,18,2021,2000,55,2
A016248,1,2,2004,1400,59,2
A016249,1,18,2020,1000,77,2
A016250,1,18,2009,1000,77,1
A016251,1,10,2013,1600,43,1
A016252,1,4,2004,2500,18,1
A016253,1,1,2009,2000,79,2
A016254,1,15,2005,1600,40,1
A016255,1,4,2008,2000,78,2
A016256,1,8,2023,1400,57,1
A016257,1,18,2016,2000,37,1
A016258,1,13,2016,1000,76,2
A016259,1,14,2012,2500,30,1
A016260,1,8,2019,2500,73,1
A016261,1,16,2009,1600,67,2
A016262,1,7,2022,1600,69,2
A016263,1,13,2014,1000,73,2
A016264,1,13,2010,2000,64,1
A016265,1,13,2012,2500,33,2
A016266,1,3,2010,1600,70,2
A016267,1,4,2008,1400,56,2
A016268,1,4,2008,1600,58,2
A016269,1,7,2020,2000,24,2
A016270,1,2,2018,2500,78,1
A016271,1,17,2012,1000,31,1
A016272,1,18,2019,1400,60,2
A016273,1,6,2005,1600,41,1
A016274,1,4,2016,1600,69,1
A016275,1,17,2015,1400,36,1
A016276,1,3,2011,1400,65,2
A016277,1,6,2009,1600,44,2
A016278,1,12,2021,1400,66,1
A016279,1,13,2020,1000,60,1
A016280,1,12,2012,2000,47,1
A016281,1,13,2020,1000,19,1
A016282,1,9,2016,1400,58,1
A016283,1,10,2018,1400,18,1
A016284,1,12,2016,2500,45,2
A016285,1,17,2004,1600,54,1
A016286,1,3,2017,2500,20,2
A016287,1,13,2010,1000,53,2
A016288,1,20,2018,2000,64,2
A016289,1,6,2021,1400,50,1
A016290,1,11,2004,1000,40,2
A016291,1,17,2007,2500,44,2
A016292,1,3,2012,1400,23,1
A016293,1,4,2010,2000,59,2
A016294,1,18,2017,1600,57,1
A016295,1,3,2010,2500,23,1
A016296,1,10,2017,1000,48,1
A016297,1,8,2009,1600,34,2
A016298,1,15,2007,2000,79,1
A016299,1,17,2004,1400,79,2
A016300,1,12,2010,1400,78,2
A016301,1,5,2020,2500,26,2
A016302,1,6,2012,1000,26,2
A016303,1,20,2012,1000,22,2
A016304,1,18,2008,2000,79,1
A016305,1,1,2021,1000,39,2
A016306,1,16,2013,2000,52,2
A016307,1,7,2009,2500,72,2
A016308,1,20,2023,2500,52,1
A016309,1,3,2014,1600,29,2
A016310,1,18,2009,2500,27,2
A016311,1,10,2017,1600,44,1
A016312,1,3,2012,2000,30,2
A016313,1,10,2008,2000,79,1
A016314,1,5,2009,2000,61,2
A016315,1,2,2009,1000,79,2
A016316,1,17,2010,1600,31,2
A016317,1,1,2021,1000,71,1
A016318,1,2,2017,1400,49,1
A016319,1,19,2018,1000,66,1
A016320,1,15,2018,2000,38,2
A016321,1,17,2013,2500,32,2
A016322,1,7,2004,1000,51,1
A016323,1,3,2006,1600,62,1
A016324,1,13,2009,2500,71,1
A016325,1,7,2019,1600,62,1
A016326,1,10,2006,1000,79,1
A016327,1,10,2011,1400,61,1
A016328,1,2,2013,2000,79,1
A016329,1,1,2004,2000,41,1
A016330,1,16,2007,2500,71,2
A016331,1,20,2004,1400,63,2
A016332,1,6,2016,2000,49,1
A016333,1,11,2022,1600,59,1
A016334,1,17,2006,1400,29,1
A016335,1,12,2005,1400,67,2
A016336,1,13,2018,1000,78,2
A016337,1,16,2016,2500,50,1
A016338,1,3,2015,2000,27,2
A016339,1,19,2009,2000,60,1
A016340,1,7,2010,2500,24,2
A016341,1,9,2018,1600,57,2
A016342,1,7,2011,1600,36,1
A016343,1,10,2016,1000,50,2
A016344,1,4,2005,1400,69,2
A016345,1,8,2018,1000,65,1
A016346,1,13,2015,1600,31,2
A016347,1,7,2014,1400,56,2
A016348,1,9,2021,1000,44,1
A016349,1,19,2019,1000,35,2
A016350,1,19,2021,2500,74,2
A016351,1,5,2020,1600,30,1
A016352,1,6,2020,2000,34,1
A016353,1,16,2014,2000,43,2
A016354,1,1,2011,1000,66,1
A016355,1,3,2012,2000,52,2
A016356,1,1,2015,1600,45,2
A016357,1,14,2013,2500,80,2
A016358,1,16,2017,1400,53,1
A016359,1,15,2009,1000,65,2
A016360,1,2,2008,2500,25,2
A016361,1,18,2012,2500,43,1
A016362,1,3,2020,2000,19,2
A016363,1,19,2015,1400,67,1
A016364,1,11,2010,1000,61,1
A016365,1,20,2009,1000,78,1
A016366,1,8,2021,2000,68,2
A016367,1,3,2017,2000,68,2
A016368,1,3,2020,2500,23,2
A016369,1,15,2008,1400,50,2
A016370,1,14,2015,2000,48,1
A016371,1,20,2009,1400,25,2
A016372,1,18,2011,1000,48,2
A016373,1,5,2012,2500,57,2
A016374,1,1,2009,1400,62,2
A016375,1,19,2017,1400,31,1
A016376,1,5,2007,2000,41,1
A016377,1,9,2008,1000,20,2
A016378,1,15,2016,1600,24,1
A016379,1,10,2014,1000,66,2
A016380,1,4,2022,1600,77,1
A016381,1,10,2011,1400,21,1
A016382,1,1,2018,1000,71,1
A016383,1,19,2011,1000,53,2
A016384,1,11,2017,1000,60,2
A016385,1,6,2010,1600,23,2
A016386,1,6,2021,2500,67,1
A016387,1,3,2021,1600,35,2
A016388,1,1,2004,1600,32,2
A016389,1,2,2006,2500,50,1
A016390,1,3,2010,1400,42,1
A016391,1,13,2023,2000,71,1
A016392,1,11,2010,2500,54,2
A016393,1,6,2014,1600,63,1
A016394,1,3,2007,2000,49,1
A016395,1,5,2017,1600,75,1
A016396,1,12,2023,1600,38,1
A016397,1,4,2010,2500,32,1
A016398,1,1,2020,2500,24,2
A016399,1,3,2006,1400,73,1
A016400,1,11,2019,1400,51,1
A016401,1,16,2007,1400,74,2
A016402,1,10,2004,1600,30,1
A016403,1,13,2014,1000,64,1
A016404,1,18,2009,1400,70,2
A016405,1,5,2022,1600,56,2
A016406,1,8,2012,1000,21,2
A016407,1,17,2019,1400,61,2
A016408,1,20,2008,1600,75,2
A016409,1,7,2010,1600,67,2
A016410,1,14,2023,2000,70,2
A016411,1,2,2023,2000,50,2
A016412,1,3,2009,1000,62,2
A016413,1,9,2011,1600,66,1
A016414,1,14,2014,1600,73,2
A016415,1,6,2017,1000,55,2
A016416,1,10,2004,2500,64,2
A016417,1,19,2014,1400,80,1
A016418,1,8,2010,1600,60,2
A016419,1,7,2015,1400,41,1
A016420,1,17,2012,1000,49,2
A016421,1,3,2017,1600,57,2
A016422,1,6,2006,2500,43,1
A016423,1,18,2009,1400,78,1
A016424,1,10,2013,1600,72,2
A016425,1,18,2019,1600,43,1
A016426,1,18,2022,2000,40,2
A016427,1,13,2019,1000,54,2
A016428,1,20,2011,1400,49,1
A016429,1,13,2010,1400,61,1
A016430,1,3,2016,1600,50,2
A016431,1,16,2008,2000,26,1
A016432,1,9,2011,2500,74,2
A016433,1,10,2016,2000,25,1
A016434,1,5,2014,1600,32,2
A016435,1,6,2020,2500,43,2
A016436,1,6,2021,1000,77,2
A016437,1,20,2007,2000,26,1
A016438,1,18,2016,1000,65,2
A016439,1,9,2013,2500,58,2
A016440,1,6,2014,2000,61,2
A016441,1,10,2017,2500,37,2
A016442,1,18,2023,1000,68,1
A016443,1,17,2005,1000,59,1
A016444,1,10,2023,1400,19,1
A016445,1,13,2019,1600,29,2
A016446,1,1,2016,1000,60,1
A016447,1,12,2023,2500,74,2
A016448,1,8,2012,1000,62,1
A016449,1,7,2007,1000,37,1
A016450,1,7,2004,2000,53,1
A016451,1,17,2017,1000,22,2
A016452,1,3,2006,2500,56,1
A016453,1,16,2023,1400,73,2
A016454,1,15,2021,1600,57,2
A016455,1,10,2020,2500,24,1
A016456,1,17,2009,1400,42,2
A016457,1,4,2010,2500,72,2
A016458,1,3,2014,1000,58,2
A016459,1,3,2016,1000,25,2
A016460,1,13,2011,1600,43,2
A016461,1,20,2009,2000,73,1
A016462,1,2,2010,1600,23,2
A016463,1,6,2016,2500,32,2
A016464,1,1,2022,1600,19,1
A016465,1,7,2012,1000,61,2
A016466,1,8,2023,2500,49,1
A016467,1,6,2023,2000,80,1
A016468,1,15,2005,1000,67,1
A016469,1,10,2018,1400,41,1
A016470,1,15,2007,1600,42,2
A016471,1,10,2009,1000,31,1
A016472,1,14,2020,1600,35,1
A016473,1,3,2015,1400,76,2
A016474,1,7,2020,2500,38,1
A016475,1,13,2023,1600,47,2
A016476,1,19,2015,2000,60,1
A016477,1,9,2005,2000,52,2
A016478,1,5,2004,1000,58,2
A016479,1,5,2015,2000,64,1
A016480,1,10,2007,2500,22,1
A016481,1,20,2009,2000,73,1
A016482,1,3,2020,2000,47,2
A016483,1,7,2004,1400,37,1
A016484,1,16,2018,1600,53,2
A016485,1,11,2009,1600,27,2
A016486,1,17,2006,2500,69,2
A016487,1,17,2016,2500,37,1
A016488,1,2,2020,1400,25,1
A016489,1,16,2016,2000,73,2
A016490,1,15,2020,1400,29,1
A016491,1,13,2005,1600,19,2
A016492,1,19,2004,1000,56,2
A016493,1,18,2011,1600,27,2
A016494,1,2,2007,1400,55,2
A016495,1,12,2020,1400,77,2
A016496,1,12,2008,1400,74,1
A016497,1,3,2022,1600,47,2
A016498,1,11,2018,1400,51,1
A016499,1,19,2017,1000,63,1
A016500,1,8,2019,1400,35,1
A016501,1,19,2011,2500,75,2
A016502,1,9,2023,1400,59,2
A016503,1,2,2014,1600,78,1
A016504,1,19,2019,2500,80,2
A016505,1,4,2011,1000,63,2
A016506,1,9,2016,2000,73,1
A016507,1,5,2004,2500,57,2
A016508,1,7,2021,1400,41,2
A016509,1,6,2021,1600,65,2
A016510,1,13,2022,2000,36,1
A016511,1,20,2009,2000,70,2
A016512,1,20,2016,2500,71,2
A016513,1,13,2010,1000,39,1
A016514,1,4,2020,1400,34,2
A016515,1,15,2005,2000,61,1
A016516,1,15,2022,1000,22,2
A016517,1,3,2007,1000,39,2
A016518,1,7,2011,2500,32,1
A016519,1,9,2004,1400,63,1
A016520,1,1,2012,2500,56,2
A016521,1,4,2009,1000,41,2
A016522,1,10,2013,1400,35,2
A016523,1,17,2006,2500,72,1
A016524,1,3,2022,1400,21,1
A016525,1,20,2005,2000,36,2
A016526,1,3,2007,1000,27,2
A016527,1,12,2013,1400,36,2
A016528,1,12,2015,1400,40,2
A016529,1,12,2006,2000,58,2
A016530,1,16,2019,1000,78,1
A016531,1,19,2023,1400,72,1
A016532,1,18,2019,2000,39,1
A016533,1,8,2011,2500,18,1
A016534,1,6,2008,1400,19,2
A016535,1,5,2020,1600,60,1
A016536,1,3,2010,2500,59,2
A016537,1,5,2012,1400,68,1
A016538,1,2,2005,1600,48,1
A016539,1,6,2017,2500,25,1
A016540,1,2,2010,1400,73,1
A016541,1,14,2023,1000,45,1
A016542,1,20,2017,2500,66,2
A016543,1,13,2013,1000,55,1
A016544,1,11,2019,1400,68,1
A016545,1,14,2013,2500,18,1
A016546,1,11,2021,1000,55,2
A016547,1,10,2016,2000,23,1
A016548,1,10,2016,2000,43,2
A016549,1,7,2005,2000,42,1
A016550,1,2,2006,2500,71,1
A016551,1,15,2022,2500,54,2
A016552,1,16,2017,1600,50,2
A016553,1,16,2020,1600,37,1
A016554,1,8,2022,1000,36,1
A016555,1,2,2020,1000,71,2
A016556,1,4,2009,2500,25,2
A016557,1,9,2014,1600,63,2
A016558,1,14,2022,2500,23,1
A016559,1,1,2014,1000,74,1
A016560,1,1,2007,1000,37,2
A016561,1,11,2018,1000,71,1
A016562,1,13,2015,1600,43,2
A016563,1,13,2020,1400,62,1
A016564,1,18,2009,1600,44,2
A016565,1,5,2016,1600,28,1
A016566,1,1,2016,1600,44,1
A016567,1,10,2008,1400,41,2
A016568,1,2,2020,1000,76,1
A016569,1,20,2009,2000,19,1
A016570,1,4,2021,1000,57,2
A016571,1,17,2022,1400,48,2
A016572,1,2,2014,1000,22,1
A016573,1,10,2020,1400,52,2
A016574,1,10,2012,1400,72,1
A016575,1,7,2021,1400,39,2
A016576,1,16,2013,1000,25,1
A016577,1,5,2007,1400,62,2
A016578,1,17,2014,1000,36,1
A016579,1,7,2023,1600,34,2
A016580,1,7,2006,2500,28,1
A016581,1,17,2023,1400,62,2
A016582,1,2,2020,1000,50,1
A016583,1,5,2016,1000,79,1
A016584,1,14,2005,1400,44,2
A016585,1,17,2013,2500,32,2
A016586,1,9,2020,1000,22,1
A016587,1,13,2018,1400,37,2
A016588,1,11,2009,2500,76,2
A016589,1,3,2014,2500,61,1
A016590,1,6,2023,1600,39,1
A016591,1,2,2005,1400,53,1
A016592,1,17,2014,2500,33,1
A016593,1,2,2012,2000,47,1
A016594,1,16,2023,1000,30,1
A016595,1,8,2011,1600,18,2
A016596,1,13,2014,2000,20,2
A016597,1,11,2007,1400,52,1
A016598,1,2,2023,2500,61,1
A016599,1,8,2010,2500,53,1
A016600,1,9,2018,1000,75,1
A016601,1,8,2017,2000,60,2
A016602,1,15,2006,2500,58,2
A016603,1,4,2013,1600,74,2
A016604,1,3,2006,1000,28,1
A016605,1,4,2011,2000,45,1
A016606,1,8,2005,1000,57,1
A016607,1,3,2008,2000,69,1
A016608,1,19,2006,2000,38,2
A016609,1,20,2008,1400,46,2
A016610,1,11,2019,1600,34,2
A016611,1,16,2009,1400,57,1
A016612,1,4,2014,1400,68,2
A016613,1,17,2014,2000,64,2
A016614,1,18,2004,2500,34,1
A016615,1,10,2021,1400,54,1
A016616,1,8,2009,1600,73,1
A016617,1,16,2006,2000,75,2
A016618,1,14,2012,1400,73,1
A016619,1,15,2015,1000,20,2
A016620,1,2,2010,2000,28,2
A016621,1,20,2015,1400,67,2
A016622,1,4,2022,1000,58,2
A016623,1,11,2017,1000,56,2
A016624,1,14,2013,1400,51,1
A016625,1,9,2007,1600,27,2
A016626,1,12,2006,1600,56,1
A016627,1,10,2019,1000,75,1
A016628,1,18,2022,1600,21,1
A016629,1,12,2010,2000,18,1
A016630,1,10,2023,1600,33,1
A016631,1,14,2004,1000,76,1
A016632,1,12,2013,1400,23,2
A016633,1,9,2011,1600,43,2
A016634,1,12,2004,2500,67,2
A016635,1,14,2015,2000,41,1
A016636,1,12,2023,1600,72,2
A016637,1,11,2004,1600,45,2
A016638,1,18,2013,2000,72,1
A016639,1,18,2018,1600,33,1
A016640,1,19,2019,1000,64,2
A016641,1,1,2022,1000,46,1
A016642,1,10,2009,2500,42,2
A016643,1,1,2017,1400,54,2
A016644,1,7,2019,2000,25,2
A016645,1,19,2022,2500,26,2
A016646,1,17,2010,2500,54,2
A016647,1,4,2023,1600,56,2
A016648,1,19,2019,2000,73,1
A016649,1,10,2019,1400,41,1
A016650,1,1,2004,2500,54,1
A016651,1,13,2023,1600,49,1
A016652,1,5,2017,2000,73,1
A016653,1,3,2013,1600,20,2
A016654,1,14,2019,2500,57,1
A016655,1,4,2009,1600,77,1
A016656,1,11,2004,1400,32,1
A016657,1,10,2010,1000,65,2
A016658,1,18,2009,1600,27,2
A016659,1,11,2023,2000,36,2
A016660,1,19,2021,2500,64,2
A016661,1,19,2011,1600,75,2
A016662,1,12,2023,1000,53,2
A016663,1,15,2006,1400,79,1
A016664,1,10,2006,1400,54,1
A016665,1,20,2014,2000,20,1
A016666,1,6,2006,1600,76,1
A016667,1,14,2014,2000,62,2
A016668,1,10,2016,2500,33,2
A016669,1,4,2017,1400,76,2
A016670,1,20,2004,1400,55,2
A016671,1,18,2014,1000,27,1
A016672,1,17,2015,1400,49,1
A016673,1,9,2011,1000,40,1
A016674,1,2,2009,1400,71,1
A016675,1,16,2011,2000,60,2
A016676,1,6,2007,1400,23,1
A016677,1,4,2005,2000,37,2
A016678,1,8,2012,2000,80,1
A016679,1,4,2020,1000,47,2
A016680,1,4,2012,1600,51,2
A016681,1,16,2022,1400,59,1
A016682,1,20,2008,1400,43,2
A016683,1,10,2018,1000,45,2
A016684,1,4,2020,2000,46,2
A016685,1,8,2023,1600,57,2
A016686,1,16,2016,1400,65,2
A016687,1,18,2022,2000,74,1
A016688,1,4,2004,1400,56,1
A016689,1,9,2022,1400,41,2
A016690,1,14,2016,1000,20,1
A016691,1,10,2007,1600,51,1
A016692,1,5,2017,2000,37,1
A016693,1,20,2012,2000,75,1
A016694,1,11,2004,2500,57,1
A016695,1,7,2018,1000,38,1
A016696,1,20,2011,1600,60,2
A016697,1,1,2022,2500,26,1
A016698,1,7,2023,2000,60,1
A016699,1,13,2020,1000,40,2
A016700,1,1,2010,2500,58,1
A016701,1,19,2010,2000,60,1
